timestamp_epoch_s,VNYMR,SensorID,MCUtime,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
1764267062.399257,$VNYMR,1,256317392,0,0,0,-0.485,-0.169,-0.201,-1.849,14.164,3.039,-3.776,3.497,2.281
1764267062.4547276,$VNYMR,2,256372139,0,0,0,-0.425,-0.169,-0.353,1.290,-11.445,-0.231,-0.709,-2.591,2.280
1764267062.5102608,$VNYMR,3,256429825,0,0,0,-0.271,-0.132,-0.390,0.290,-17.560,-2.970,-0.363,-2.426,1.633
1764267062.5643167,$VNYMR,1,256482873,0,0,0,-0.502,-0.174,-0.137,-3.170,-7.020,3.349,5.004,5.004,-5.004
1764267062.6187212,$VNYMR,2,256537244,0,0,0,-0.308,-0.256,-0.380,0.921,15.541,19.600,1.444,1.547,-1.051
1764267062.6750982,$VNYMR,3,256593901,0,0,0,-0.231,-0.146,-0.405,1.060,18.130,21.570,0.796,-0.827,0.388
1764267062.7295198,$VNYMR,1,256647672,0,0,0,-0.514,-0.153,-0.211,-9.455,-0.093,9.144,-4.886,5.003,2.562
1764267062.7843738,$VNYMR,2,256702579,0,0,0,-0.386,-0.297,-0.344,4.466,-19.576,4.531,2.644,0.334,0.650
1764267062.8422196,$VNYMR,3,256760124,0,0,0,-0.271,-0.172,-0.381,4.530,-23.680,3.930,2.265,2.266,-1.354
1764267062.8955748,$VNYMR,1,256815126,0,0,0,-0.455,-0.202,-0.099,-0.409,15.921,0.622,-5.004,-0.255,5.004
1764267062.9494898,$VNYMR,2,256868142,0,0,0,-0.347,-0.323,-0.329,-0.110,11.051,9.910,1.288,-0.879,1.835
1764267063.0064902,$VNYMR,3,256925201,0,0,0,-0.201,-0.257,-0.362,-0.800,11.560,8.930,0.923,-1.455,2.793
1764267063.0601313,$VNYMR,1,256979037,0,0,0,-0.632,-0.127,-0.155,-0.179,3.202,1.304,-1.398,1.817,3.329
1764267063.1166825,$VNYMR,2,257033601,0,0,0,-0.514,-0.122,-0.292,1.485,-3.324,9.445,-1.147,-0.172,3.560
1764267063.1730385,$VNYMR,3,257091771,0,0,0,-0.366,-0.136,-0.301,1.430,-6.120,10.550,-3.174,-1.022,3.614
1764267063.227652,$VNYMR,1,257146120,0,0,0,-0.793,0.210,-0.302,9.077,-6.034,8.816,-5.004,-2.740,0.363
1764267063.2815073,$VNYMR,2,257200551,0,0,0,-0.557,0.201,-0.092,1.763,-19.600,-5.512,-3.647,-1.946,0.829
1764267063.3393526,$VNYMR,3,257257351,0,0,0,-0.432,0.287,-0.109,2.290,-25.820,-9.200,-1.289,-0.584,-1.151
1764267063.3931165,$VNYMR,1,257312748,0,0,0,-0.795,0.198,-0.308,0.592,-6.231,4.488,5.004,5.004,-5.004
1764267063.4465299,$VNYMR,2,257365638,0,0,0,-0.524,-0.066,-0.255,1.300,-6.998,1.064,2.551,1.794,-4.602
1764267063.5030828,$VNYMR,3,257421666,0,0,0,-0.446,0.094,-0.215,-1.660,-2.260,-0.650,3.843,2.787,-4.659
1764267063.5584571,$VNYMR,1,257476260,0,0,0,-0.533,-0.204,-0.036,-3.021,9.607,2.028,3.693,0.474,-5.004
1764267063.6133087,$VNYMR,2,257531099,0,0,0,-0.303,-0.439,-0.260,-0.346,3.435,10.306,1.925,1.224,-3.232
1764267063.6701589,$VNYMR,3,257588749,0,0,0,-0.262,-0.307,-0.300,-1.760,3.740,10.140,1.370,0.316,-3.536
1764267063.7250445,$VNYMR,1,257643147,0,0,0,-0.296,-0.162,0.193,-6.329,11.389,-2.576,2.105,-1.402,-2.443
1764267063.7791743,$VNYMR,2,257698086,0,0,0,-0.041,-0.530,-0.149,-3.332,6.672,7.888,1.559,-0.540,-1.946
1764267063.8349984,$VNYMR,3,257754277,0,0,0,0.032,-0.471,-0.207,-3.970,2.230,8.540,2.661,-1.107,-2.989
1764267063.8946211,$VNYMR,1,257813045,0,0,0,-0.194,-0.036,0.313,-6.677,10.979,-8.029,2.059,0.527,0.746
1764267063.9488373,$VNYMR,2,257867183,0,0,0,0.012,-0.553,0.030,-4.972,19.569,0.818,1.406,-1.067,-0.188
1764267064.0058057,$VNYMR,3,257923928,0,0,0,0.150,-0.490,-0.071,-5.080,24.590,-1.580,1.347,-0.128,2.265
1764267064.059663,$VNYMR,1,257979249,0,0,0,-0.366,-0.138,0.258,-5.029,9.696,-6.696,-3.035,0.279,3.203
1764267064.112521,$VNYMR,2,258030907,0,0,0,-0.338,-0.483,-0.137,-3.093,9.107,4.641,-2.043,0.169,5.004
1764267064.169033,$VNYMR,3,258087668,0,0,0,-0.101,-0.490,-0.115,-5.510,8.950,4.460,-2.499,0.477,6.775
1764267064.223112,$VNYMR,1,258141604,0,0,0,-0.782,-0.053,-0.173,-6.967,2.737,6.417,-4.831,2.342,4.875
1764267064.2769454,$VNYMR,2,258195665,0,0,0,-0.606,0.004,-0.116,-0.274,-5.277,4.426,-3.230,-3.075,4.562
1764267064.3345711,$VNYMR,3,258252632,0,0,0,-0.499,0.042,-0.151,-1.610,-6.800,2.070,-2.881,-2.906,3.862
1764267064.3892243,$VNYMR,1,258307136,0,0,0,-0.862,0.397,-0.174,-0.824,-6.543,2.557,-2.112,-1.886,4.867
1764267064.4423475,$VNYMR,2,258361784,0,0,0,-0.497,0.240,0.255,-1.764,-13.067,-9.044,-4.057,-3.890,3.184
1764267064.5005984,$VNYMR,3,258418220,0,0,0,-0.409,0.290,0.139,-2.240,-16.440,-11.980,-2.746,-2.988,2.415
1764267064.5544546,$VNYMR,1,258473138,0,0,0,-0.747,0.590,0.150,0.035,-16.615,-14.561,2.931,0.252,-3.733
1764267064.6103055,$VNYMR,2,258527924,0,0,0,-0.484,0.231,0.232,-0.521,-17.032,-14.215,1.117,0.858,-1.304
1764267064.6661348,$VNYMR,3,258585434,0,0,0,-0.282,0.317,0.260,-1.790,-17.960,-15.440,1.610,1.570,-2.529
1764267064.7196069,$VNYMR,1,258638663,0,0,0,-0.928,0.345,-0.129,-1.927,-9.571,-2.329,5.004,5.004,-5.004
1764267064.7742696,$VNYMR,2,258692136,0,0,0,-0.673,-0.020,-0.001,1.196,-6.035,0.112,2.565,2.152,-4.790
1764267064.8316138,$VNYMR,3,258749435,0,0,0,-0.509,0.084,0.004,-0.470,-4.490,-0.460,2.065,2.350,-4.761
1764267064.8862946,$VNYMR,1,258804160,0,0,0,-0.712,-0.089,0.037,0.734,1.420,-0.753,1.540,-1.395,-5.004
1764267064.9393828,$VNYMR,2,258858846,0,0,0,-0.451,-0.387,-0.100,1.820,2.841,5.728,1.041,1.198,-4.207
1764267064.9965756,$VNYMR,3,258915172,0,0,0,-0.414,-0.279,-0.107,-0.470,3.550,5.920,-1.508,0.959,-4.145
1764267065.05082,$VNYMR,1,258969097,0,0,0,-0.484,-0.143,0.258,-3.796,8.460,-2.373,2.069,-1.031,-3.367
1764267065.105673,$VNYMR,2,259023893,0,0,0,-0.182,-0.574,0.042,-0.836,6.723,5.690,4.361,0.040,-4.082
1764267065.1635184,$VNYMR,3,259081340,0,0,0,-0.154,-0.488,-0.080,-2.340,3.950,6.600,4.903,-0.972,-4.448
1764267065.21791,$VNYMR,1,259136124,0,0,0,-0.244,0.119,0.420,-10.792,4.778,-12.290,1.802,-2.275,-0.934
1764267065.271753,$VNYMR,2,259190475,0,0,0,0.086,-0.523,0.136,-10.264,19.596,-0.798,-0.839,0.304,0.134
1764267065.32801,$VNYMR,3,259246902,0,0,0,0.218,-0.456,0.109,-9.910,24.800,-0.500,-2.005,0.091,1.744
1764267065.3825715,$VNYMR,1,259300568,0,0,0,-0.237,-0.009,0.382,-6.132,5.406,-17.764,-1.451,2.652,-3.111
1764267065.4365675,$VNYMR,2,259355114,0,0,0,-0.179,-0.564,-0.039,-4.835,9.829,5.953,-3.260,1.278,4.783
